Month,Year,Region,Population,Births,"Total Deaths",Tuberculosis,"Pulmonary Tuberculosis","Other Forms, Tuberculosis","Typhoid Fever","Diptheria and Croup",Diptheria,Croup,"Scarlet Fever",Measles,"Whooping Cough",Pneumonia,"Diarrhea and Enteritis, Under 2 Years","Diarrheal Diseases, Under 5 Years",Meningitis,Poliomyelitis,Influenza,Puerperal,Cancer,"External Causes",Violence,Accidental,Suicide,Homicidal,Smallpox,Syphilis,"Heart Disease",Apoplexy,"Bright's Disease",Diabetes,Goiter
November,1904,"Southern counties",673610,...,700,...,89,7,46,...,15,0,9,0,3,74,...,12,8,...,9,3,27,...,33,...,...,...,8,...,...,...,...,...,...
November,1904,Urban,922372,...,1126,...,128,14,60,...,14,0,4,0,1,80,...,10,10,...,5,2,51,...,68,...,...,...,6,...,...,...,...,...,...
November,1904,Rural,1734032,...,1440,...,178,17,81,...,16,2,13,0,6,149,...,34,12,...,11,6,52,...,95,...,...,...,6,...,...,...,...,...,...
November,1904,"Cities, class 1",252515,...,287,...,32,5,16,...,8,0,0,0,0,28,...,1,1,...,0,0,13,...,15,...,...,...,0,...,...,...,...,...,...
November,1904,"Cities, class 2",126969,...,147,...,12,0,8,...,2,0,0,0,1,10,...,2,1,...,1,1,5,...,14,...,...,...,4,...,...,...,...,...,...
November,1904,"Cities, class 3",235662,...,316,...,38,5,18,...,2,0,2,0,0,19,...,1,4,...,1,0,18,...,16,...,...,...,0,...,...,...,...,...,...
November,1904,"Cities, class 4",182000,...,216,...,23,2,13,...,1,0,2,0,0,13,...,4,4,...,1,0,8,...,19,...,...,...,0,...,...,...,...,...,...
November,1904,"Cities, class 5",125226,...,160,...,23,2,5,...,1,0,0,0,0,10,...,2,0,...,1,1,7,...,4,...,...,...,2,...,...,...,...,...,...
December,1904,"Indiana (statewide)",2656404,...,2858,...,332,36,67,...,33,6,22,0,10,351,...,28,30,...,27,10,121,...,163,...,...,...,8,...,...,...,...,...,...
December,1904,"Northern counties",889376,...,881,...,89,7,13,...,7,1,11,0,5,80,...,14,6,...,7,6,46,...,57,...,...,...,0,...,...,...,...,...,...
December,1904,"Central counties",1093418,...,1257,...,148,16,25,...,16,2,3,0,1,170,...,8,16,...,15,1,49,...,65,...,...,...,5,...,...,...,...,...,...
December,1904,"Southern counties",673610,...,720,...,95,13,29,...,10,3,8,0,4,101,...,6,8,...,5,3,26,...,41,...,...,...,3,...,...,...,...,...,...
December,1904,Urban,922372,...,1246,...,145,13,27,...,17,0,3,0,5,150,...,16,18,...,10,4,49,...,65,...,...,...,5,...,...,...,...,...,...
December,1904,Rural,1734032,...,1612,...,187,23,40,...,16,6,19,0,5,201,...,12,12,...,17,6,72,...,98,...,...,...,3,...,...,...,...,...,...
December,1904,"Cities, class 1",252515,...,336,...,49,3,9,...,6,0,0,0,0,52,...,1,3,...,4,0,9,...,20,...,...,...,0,...,...,...,...,...,...
December,1904,"Cities, class 2",126969,...,196,...,22,2,5,...,2,0,1,0,4,14,...,6,3,...,2,2,8,...,11,...,...,...,2,...,...,...,...,...,...
December,1904,"Cities, class 3",235662,...,304,...,31,2,4,...,1,0,1,0,0,34,...,2,8,...,1,1,17,...,14,...,...,...,0,...,...,...,...,...,...
December,1904,"Cities, class 4",182000,...,238,...,22,2,4,...,6,0,1,0,1,31,...,7,3,...,2,1,7,...,11,...,...,...,0,...,...,...,...,...,...
December,1904,"Cities, class 5",125226,...,172,...,21,4,5,...,2,0,0,0,0,19,...,0,1,...,1,0,8,...,9,...,...,...,3,...,...,...,...,...,...
January,1905,"Indiana (statewide)",2648549,...,3309,...,362,31,50,...,29,5,17,0,13,558,...,29,28,...,114,19,99,...,129,...,...,...,7,...,...,...,...,...,...
January,1905,"Northern counties",887832,...,994,...,83,10,19,...,10,2,1,0,3,137,...,11,13,...,39,3,41,...,35,...,...,...,1,...,...,...,...,...,...
January,1905,"Central counties",1087620,...,1423,...,164,16,15,...,4,2,8,0,4,256,...,12,11,...,45,12,39,...,61,...,...,...,0,...,...,...,...,...,...
January,1905,"Southern counties",673097,...,892,...,115,5,16,...,15,1,8,0,6,165,...,6,4,...,30,4,19,...,33,...,...,...,6,...,...,...,...,...,...
January,1905,Urban,968204,...,1364,...,170,17,20,...,12,2,2,0,2,215,...,11,10,...,41,7,49,...,64,...,...,...,1,...,...,...,...,...,...
January,1905,Rural,1686345,...,1945,...,192,14,30,...,17,3,15,0,11,343,...,18,18,...,73,12,50,...,65,...,...,...,6,...,...,...,...,...,...
January,1905,"Cities, class 1",259221,...,337,...,43,2,3,...,4,0,0,0,0,63,...,0,4,...,8,3,11,...,11,...,...,...,0,...,...,...,...,...,...
January,1905,"Cities, class 2",129930,...,211,...,17,4,5,...,3,1,0,0,1,32,...,7,0,...,3,0,7,...,14,...,...,...,0,...,...,...,...,...,...
January,1905,"Cities, class 3",252343,...,370,...,52,5,4,...,2,0,0,0,1,61,...,1,3,...,16,1,11,...,21,...,...,...,0,...,...,...,...,...,...
January,1905,"Cities, class 4",196779,...,256,...,33,6,4,...,3,1,2,0,0,35,...,0,3,...,9,1,10,...,11,...,...,...,0,...,...,...,...,...,...
January,1905,"Cities, class 5",129931,...,190,...,25,0,4,...,0,0,0,0,0,24,...,3,0,...,5,2,10,...,7,...,...,...,1,...,...,...,...,...,...
February,1905,"Indiana (statewide)",2648549,...,3723,...,381,29,32,...,21,5,11,2,11,738,...,13,40,...,229,7,101,...,122,...,...,...,8,...,...,...,...,...,...
February,1905,"Northern counties",887832,...,1115,...,103,3,5,...,4,2,6,1,5,200,...,4,15,...,52,2,36,...,42,...,...,...,1,...,...,...,...,...,...
February,1905,"Central counties",1087620,...,1568,...,173,14,18,...,7,2,1,0,2,296,...,5,16,...,84,1,50,...,50,...,...,...,3,...,...,...,...,...,...
February,1905,"Southern counties",673097,...,1040,...,105,12,9,...,10,1,4,1,4,242,...,4,9,...,93,4,15,...,30,...,...,...,4,...,...,...,...,...,...
February,1905,Urban,968204,...,1512,...,157,15,15,...,13,1,2,0,4,255,...,4,15,...,61,3,30,...,62,...,...,...,2,...,...,...,...,...,...
February,1905,Rural,1686345,...,2211,...,224,14,17,...,8,4,9,2,7,483,...,9,25,...,168,4,71,...,60,...,...,...,6,...,...,...,...,...,...
February,1905,"Cities, class 1",259221,...,385,...,36,3,5,...,6,0,0,0,0,64,...,1,3,...,9,0,6,...,14,...,...,...,1,...,...,...,...,...,...
February,1905,"Cities, class 2",129930,...,221,...,20,1,0,...,2,0,1,0,1,45,...,0,2,...,3,0,8,...,14,...,...,...,0,...,...,...,...,...,...
February,1905,"Cities, class 3",252343,...,403,...,35,3,6,...,1,1,0,0,2,59,...,2,6,...,26,1,5,...,19,...,...,...,0,...,...,...,...,...,...
February,1905,"Cities, class 4",196779,...,298,...,35,8,2,...,3,0,0,0,1,49,...,0,2,...,17,1,5,...,8,...,...,...,1,...,...,...,...,...,...
February,1905,"Cities, class 5",129931,...,205,...,31,0,2,...,1,0,1,0,0,38,...,1,2,...,6,1,6,...,7,...,...,...,0,...,...,...,...,...,...
March,1905,"Indiana (statewide)",2648549,...,3656,...,399,43,30,...,25,5,16,0,15,584,...,21,45,...,145,12,107,...,161,...,...,...,1,...,...,...,...,...,...
March,1905,"Northern counties",887832,...,1184,...,96,12,10,...,8,2,4,0,6,214,...,4,12,...,37,3,48,...,50,...,...,...,0,...,...,...,...,...,...
March,1905,"Central counties",1087620,...,1558,...,174,22,10,...,5,2,9,0,4,212,...,8,14,...,62,1,38,...,66,...,...,...,0,...,...,...,...,...,...
March,1905,"Southern counties",673097,...,914,...,129,9,10,...,12,1,3,0,5,158,...,9,19,...,46,8,21,...,45,...,...,...,1,...,...,...,...,...,...
March,1905,Urban,968204,...,1483,...,167,27,18,...,14,2,2,0,5,255,...,6,26,...,57,5,48,...,86,...,...,...,0,...,...,...,...,...,...
March,1905,Rural,1686345,...,2173,...,232,16,12,...,11,3,14,0,10,329,...,15,19,...,88,7,59,...,75,...,...,...,1,...,...,...,...,...,...
March,1905,"Cities, class 1",259221,...,372,...,50,6,7,...,8,0,1,0,0,45,...,0,4,...,10,0,2,...,19,...,...,...,0,...,...,...,...,...,...
March,1905,"Cities, class 2",129930,...,221,...,20,4,2,...,2,0,0,0,2,74,...,1,6,...,15,1,12,...,26,...,...,...,0,...,...,...,...,...,...
March,1905,"Cities, class 3",252343,...,366,...,34,9,4,...,2,1,0,0,2,47,...,4,9,...,11,0,12,...,16,...,...,...,0,...,...,...,...,...,...
March,1905,"Cities, class 4",196779,...,307,...,38,5,3,...,1,0,0,0,1,51,...,1,2,...,8,3,12,...,16,...,...,...,0,...,...,...,...,...,...
March,1905,"Cities, class 5",129931,...,217,...,25,3,2,...,1,1,1,0,0,38,...,0,5,...,13,1,10,...,9,...,...,...,0,...,...,...,...,...,...
April,1905,"Indiana (statewide)",2648549,...,2639,...,344,46,27,...,11,2,23,3,14,223,...,18,46,...,35,15,86,...,132,...,...,...,4,...,...,...,...,...,...
April,1905,"Northern counties",887832,...,789,...,85,9,7,...,5,1,5,2,5,65,...,5,16,...,11,6,35,...,39,...,...,...,0,...,...,...,...,...,...
April,1905,"Central counties",1087620,...,1140,...,135,23,12,...,3,0,8,1,4,94,...,7,15,...,14,4,37,...,59,...,...,...,2,...,...,...,...,...,...
April,1905,"Southern counties",673097,...,710,...,124,14,8,...,3,1,10,0,5,64,...,6,15,...,10,5,16,...,34,...,...,...,2,...,...,...,...,...,...
April,1905,Urban,977802,...,1185,...,151,26,16,...,6,2,6,1,6,103,...,9,29,...,14,5,44,...,75,...,...,...,2,...,...,...,...,...,...
April,1905,Rural,1670747,...,1454,...,193,20,11,...,5,0,17,2,8,120,...,9,17,...,21,10,42,...,57,...,...,...,2,...,...,...,...,...,...
April,1905,"Cities, class 1",260046,...,325,...,43,12,7,...,1,0,2,0,1,31,...,2,10,...,3,1,10,...,23,...,...,...,1,...,...,...,...,...,...
April,1905,"Cities, class 2",133029,...,177,...,15,1,3,...,0,0,0,0,2,15,...,1,7,...,3,0,10,...,14,...,...,...,0,...,...,...,...,...,...
April,1905,"Cities, class 3",258017,...,324,...,45,6,1,...,2,1,2,0,0,23,...,1,6,...,2,1,11,...,21,...,...,...,1,...,...,...,...,...,...
April,1905,"Cities, class 4",196779,...,208,...,20,5,4,...,1,1,2,0,3,21,...,4,6,...,2,2,6,...,11,...,...,...,0,...,...,...,...,...,...
April,1905,"Cities, class 5",129931,...,151,...,28,2,1,...,2,0,0,1,0,13,...,0,0,...,4,1,7,...,6,...,...,...,0,...,...,...,...,...,...
May,1905,"Indiana (statewide)",2648549,...,2556,...,322,41,32,...,10,2,11,0,19,170,...,28,44,...,16,18,122,...,140,...,...,...,2,...,...,...,...,...,...
May,1905,"Northern counties",887832,...,863,...,93,10,10,...,3,1,3,0,4,55,...,9,16,...,2,3,57,...,51,...,...,...,0,...,...,...,...,...,...
May,1905,"Central counties",1087620,...,1067,...,129,17,13,...,4,0,3,0,10,74,...,9,13,...,9,8,38,...,51,...,...,...,0,...,...,...,...,...,...
May,1905,"Southern counties",673097,...,626,...,100,14,9,...,3,1,5,0,5,41,...,10,15,...,5,7,27,...,38,...,...,...,2,...,...,...,...,...,...
May,1905,Urban,977812,...,1138,...,145,22,18,...,7,0,3,0,12,80,...,15,21,...,8,8,62,...,60,...,...,...,0,...,...,...,...,...,...
May,1905,Rural,1670737,...,1418,...,177,19,14,...,3,2,8,0,7,90,...,13,23,...,8,10,60,...,80,...,...,...,2,...,...,...,...,...,...
May,1905,"Cities, class 1",260046,...,315,...,43,7,4,...,1,0,1,0,2,29,...,6,5,...,2,4,12,...,18,...,...,...,0,...,...,...,...,...,...
May,1905,"Cities, class 2",159349,...,206,...,23,2,7,...,0,0,0,0,2,14,...,3,4,...,1,0,7,...,13,...,...,...,0,...,...,...,...,...,...
May,1905,"Cities, class 3",231707,...,282,...,35,4,4,...,3,0,0,0,5,21,...,1,3,...,4,1,21,...,14,...,...,...,0,...,...,...,...,...,...
May,1905,"Cities, class 4",196779,...,190,...,30,6,1,...,2,0,1,0,3,9,...,3,6,...,1,1,8,...,9,...,...,...,0,...,...,...,...,...,...
May,1905,"Cities, class 5",129931,...,145,...,14,3,2,...,1,0,1,0,0,7,...,2,3,...,0,2,14,...,6,...,...,...,0,...,...,...,...,...,...
June,1905,"Indiana (statewide)",2648549,...,2482,...,320,34,45,...,8,2,4,1,9,89,...,107,25,...,7,7,120,...,160,...,...,...,4,...,...,...,...,...,...
June,1905,"Northern counties",887832,...,771,...,73,9,12,...,3,1,2,0,4,32,...,14,6,...,2,3,44,...,65,...,...,...,4,...,...,...,...,...,...
June,1905,"Central counties",1087620,...,1031,...,133,16,23,...,5,1,1,1,4,39,...,36,13,...,4,2,47,...,64,...,...,...,0,...,...,...,...,...,...
June,1905,"Southern counties",673097,...,680,...,114,9,10,...,0,0,1,0,1,18,...,57,6,...,1,2,29,...,31,...,...,...,0,...,...,...,...,...,...
June,1905,Urban,977802,...,1088,...,138,15,22,...,8,1,3,0,6,39,...,50,12,...,4,3,62,...,67,...,...,...,4,...,...,...,...,...,...
June,1905,Rural,1670747,...,1394,...,182,19,23,...,0,1,1,1,3,50,...,57,13,...,3,4,58,...,93,...,...,...,0,...,...,...,...,...,...
June,1905,"Cities, class 1",260046,...,303,...,44,5,2,...,0,0,0,0,1,16,...,14,3,...,1,1,13,...,9,...,...,...,0,...,...,...,...,...,...
June,1905,"Cities, class 2",159349,...,202,...,19,2,2,...,4,1,0,0,2,7,...,8,0,...,0,0,12,...,15,...,...,...,4,...,...,...,...,...,...
June,1905,"Cities, class 3",231707,...,251,...,24,2,12,...,2,0,1,0,1,10,...,9,3,...,2,1,15,...,22,...,...,...,0,...,...,...,...,...,...
June,1905,"Cities, class 4",196779,...,196,...,29,2,5,...,1,0,0,0,2,3,...,15,4,...,0,1,11,...,11,...,...,...,0,...,...,...,...,...,...
June,1905,"Cities, class 5",129931,...,136,...,22,4,1,...,1,0,2,0,0,3,...,4,2,...,1,0,11,...,10,...,...,...,0,...,...,...,...,...,...
July,1905,"Indiana (statewide)",2648549,...,2774,...,286,35,62,...,15,1,8,0,23,63,...,361,32,...,6,9,110,...,174,...,...,...,3,...,...,...,...,...,...
July,1905,"Northern counties",887832,...,781,...,67,7,9,...,8,0,2,0,6,26,...,71,11,...,1,3,40,...,61,...,...,...,2,...,...,...,...,...,...
July,1905,"Central counties",1087620,...,1266,...,136,19,27,...,5,1,2,0,11,22,...,166,18,...,3,2,47,...,75,...,...,...,0,...,...,...,...,...,...
July,1905,"Southern counties",673097,...,727,...,83,9,26,...,2,0,4,0,6,15,...,124,3,...,2,4,23,...,38,...,...,...,1,...,...,...,...,...,...
July,1905,Urban,977812,...,1251,...,120,16,26,...,6,1,5,0,11,31,...,161,15,...,2,4,40,...,100,...,...,...,2,...,...,...,...,...,...
July,1905,Rural,1670737,...,1523,...,166,19,36,...,9,0,3,0,12,32,...,200,17,...,4,5,70,...,74,...,...,...,1,...,...,...,...,...,...
July,1905,"Cities, class 1",260046,...,374,...,43,5,11,...,0,0,0,0,2,8,...,53,4,...,1,1,13,...,21,...,...,...,0,...,...,...,...,...,...
July,1905,"Cities, class 2",159349,...,232,...,14,2,1,...,1,0,2,0,2,6,...,22,4,...,0,2,10,...,24,...,...,...,2,...,...,...,...,...,...
July,1905,"Cities, class 3",231707,...,282,...,30,3,9,...,1,1,1,0,2,12,...,35,1,...,1,0,10,...,24,...,...,...,0,...,...,...,...,...,...
July,1905,"Cities, class 4",196779,...,226,...,20,3,2,...,3,0,1,0,4,1,...,33,4,...,0,1,2,...,19,...,...,...,0,...,...,...,...,...,...
July,1905,"Cities, class 5",129931,...,137,...,13,3,3,...,1,0,1,0,1,4,...,18,2,...,0,0,5,...,12,...,...,...,0,...,...,...,...,...,...
August,1905,"Indiana (statewide)",2648549,...,3070,...,292,48,125,...,12,0,6,1,15,61,...,478,56,...,1,8,126,...,190,...,...,...,0,...,...,...,...,...,...
August,1905,"Northern counties",887832,...,994,...,82,13,33,...,4,0,2,1,3,20,...,168,18,...,0,3,46,...,74,...,...,...,0,...,...,...,...,...,...
August,1905,"Central counties",1087620,...,1302,...,115,21,50,...,7,0,3,0,9,26,...,204,18,...,1,4,52,...,73,...,...,...,0,...,...,...,...,...,...
August,1905,"Southern counties",673097,...,774,...,95,14,42,...,1,0,1,0,3,15,...,106,20,...,0,1,28,...,43,...,...,...,0,...,...,...,...,...,...
August,1905,Urban,977812,...,1336,...,116,19,55,...,8,0,4,0,8,39,...,189,15,...,1,4,51,...,92,...,...,...,0,...,...,...,...,...,...
August,1905,Rural,1670737,...,1737,...,176,29,70,...,4,0,2,1,7,22,...,289,41,...,0,4,75,...,98,...,...,...,0,...,...,...,...,...,...
August,1905,"Cities, class 1",260046,...,337,...,32,4,17,...,4,0,2,0,1,11,...,25,4,...,0,1,16,...,20,...,...,...,0,...,...,...,...,...,...
August,1905,"Cities, class 2",159349,...,217,...,19,3,6,...,2,0,1,0,2,6,...,42,3,...,0,3,10,...,12,...,...,...,0,...,...,...,...,...,...
August,1905,"Cities, class 3",231707,...,327,...,23,4,12,...,1,0,0,0,2,10,...,55,4,...,0,0,10,...,34,...,...,...,0,...,...,...,...,...,...
August,1905,"Cities, class 4",196779,...,284,...,24,2,11,...,0,0,0,0,2,11,...,48,1,...,1,0,9,...,18,...,...,...,0,...,...,...,...,...,...
August,1905,"Cities, class 5",129931,...,171,...,18,6,9,...,1,0,1,0,1,1,...,19,3,...,0,0,6,...,8,...,...,...,0,...,...,...,...,...,...
September,1905,"Indiana (statewide)",2648549,...,3018,...,255,44,189,...,29,3,6,0,13,85,...,318,51,...,5,14,125,...,186,...,...,...,0,...,...,...,...,...,...
September,1905,"Northern counties",887832,...,1038,...,71,11,67,...,8,2,0,0,1,27,...,142,25,...,2,6,44,...,61,...,...,...,0,...,...,...,...,...,...
September,1905,"Central counties",1087620,...,1209,...,115,20,64,...,12,0,0,0,8,43,...,105,13,...,3,2,50,...,68,...,...,...,0,...,...,...,...,...,...
September,1905,"Southern counties",673097,...,771,...,69,13,58,...,9,1,6,0,4,15,...,71,13,...,0,6,31,...,57,...,...,...,0,...,...,...,...,...,...
September,1905,Urban,977812,...,1256,...,93,19,79,...,14,3,1,0,1,51,...,105,30,...,4,7,50,...,77,...,...,...,0,...,...,...,...,...,...
September,1905,Rural,1670737,...,1762,...,162,25,110,...,15,0,5,0,12,34,...,213,21,...,1,7,75,...,109,...,...,...,0,...,...,...,...,...,...
September,1905,"Cities, class 1",260046,...,322,...,18,2,13,...,5,0,0,0,1,18,...,12,4,...,0,1,12,...,24,...,...,...,0,...,...,...,...,...,...
September,1905,"Cities, class 2",159349,...,196,...,15,2,14,...,4,0,0,0,0,10,...,23,2,...,0,2,5,...,9,...,...,...,0,...,...,...,...,...,...
September,1905,"Cities, class 3",231707,...,312,...,17,6,22,...,2,1,1,0,0,13,...,29,16,...,2,1,15,...,20,...,...,...,0,...,...,...,...,...,...
September,1905,"Cities, class 4",196779,...,249,...,26,2,15,...,3,2,0,0,0,8,...,29,6,...,1,2,10,...,16,...,...,...,0,...,...,...,...,...,...
September,1905,"Cities, class 5",129931,...,177,...,17,7,15,...,0,0,0,0,0,2,...,12,2,...,1,1,8,...,8,...,...,...,0,...,...,...,...,...,...
October,1905,"Indiana (statewide)",2648549,...,2681,...,252,55,152,...,76,3,5,0,14,138,...,167,29,...,4,9,100,...,155,...,...,...,0,...,...,...,...,...,...
October,1905,"Northern counties",887832,...,849,...,60,17,54,...,18,2,2,0,3,30,...,85,8,...,0,3,34,...,53,...,...,...,0,...,...,...,...,...,...
October,1905,"Central counties",1087620,...,1103,...,114,23,53,...,23,0,2,0,1,64,...,42,11,...,2,2,45,...,62,...,...,...,0,...,...,...,...,...,...
October,1905,"Southern counties",673097,...,729,...,78,15,45,...,35,1,1,0,5,44,...,40,10,...,2,4,21,...,40,...,...,...,0,...,...,...,...,...,...
October,1905,Urban,977812,...,1195,...,102,32,54,...,43,3,4,0,5,71,...,64,14,...,3,2,45,...,75,...,...,...,0,...,...,...,...,...,...
October,1905,Rural,1670737,...,1486,...,150,23,98,...,33,0,1,0,9,67,...,103,15,...,1,7,55,...,80,...,...,...,0,...,...,...,...,...,...
October,1905,"Cities, class 1",260046,...,304,...,27,5,8,...,8,0,2,0,1,19,...,9,3,...,1,0,13,...,20,...,...,...,0,...,...,...,...,...,...
October,1905,"Cities, class 2",159349,...,188,...,16,5,10,...,7,0,0,0,0,13,...,12,2,...,0,1,6,...,14,...,...,...,0,...,...,...,...,...,...
October,1905,"Cities, class 3",231707,...,261,...,15,8,14,...,3,1,1,0,2,13,...,12,1,...,1,1,9,...,20,...,...,...,0,...,...,...,...,...,...
October,1905,"Cities, class 4",196779,...,275,...,27,7,14,...,21,2,0,0,1,15,...,23,7,...,1,0,9,...,13,...,...,...,0,...,...,...,...,...,...
October,1905,"Cities, class 5",129931,...,167,...,17,7,8,...,4,0,1,0,1,11,...,8,1,...,0,0,8,...,8,...,...,...,0,...,...,...,...,...,...
November,1905,"Indiana (statewide)",2648549,...,2687,...,300,44,101,...,33,9,11,1,10,219,...,42,32,...,13,10,120,...,159,...,...,...,0,...,...,...,...,...,...
November,1905,"Northern counties",887832,...,850,...,70,7,32,...,5,4,3,0,1,57,...,15,8,...,2,3,43,...,52,...,...,...,0,...,...,...,...,...,...
November,1905,"Central counties",1087620,...,1137,...,134,29,32,...,14,3,5,1,6,89,...,8,14,...,7,6,45,...,66,...,...,...,0,...,...,...,...,...,...
November,1905,"Southern counties",673097,...,700,...,96,8,37,...,14,2,3,0,3,73,...,19,10,...,4,1,32,...,41,...,...,...,0,...,...,...,...,...,...
November,1905,Urban,977812,...,1205,...,132,16,40,...,20,3,4,1,5,100,...,18,12,...,0,5,55,...,76,...,...,...,0,...,...,...,...,...,...
November,1905,Rural,1670737,...,1482,...,168,28,61,...,13,6,7,0,5,119,...,24,20,...,13,5,65,...,83,...,...,...,0,...,...,...,...,...,...
November,1905,"Cities, class 1",260046,...,339,...,35,6,6,...,8,1,0,1,0,38,...,6,6,...,0,1,18,...,20,...,...,...,0,...,...,...,...,...,...
November,1905,"Cities, class 2",159349,...,205,...,27,1,6,...,3,0,1,0,1,14,...,4,2,...,0,0,7,...,15,...,...,...,0,...,...,...,...,...,...
November,1905,"Cities, class 3",231707,...,285,...,30,2,13,...,2,1,1,0,0,20,...,2,1,...,0,2,16,...,14,...,...,...,0,...,...,...,...,...,...
November,1905,"Cities, class 4",196779,...,215,...,24,5,11,...,5,0,1,0,1,19,...,5,1,...,0,2,7,...,18,...,...,...,0,...,...,...,...,...,...
November,1905,"Cities, class 5",129931,...,161,...,16,2,4,...,2,1,1,0,3,9,...,1,2,...,0,0,7,...,9,...,...,...,0,...,...,...,...,...,...
December,1905,"Indiana (statewide)",2648549,...,2657,...,298,38,66,...,45,13,7,0,9,347,...,21,40,...,19,15,90,...,137,...,...,...,1,...,...,...,...,...,...
December,1905,"Northern counties",887832,...,852,...,61,7,20,...,14,5,3,0,1,101,...,4,9,...,7,4,32,...,50,...,...,...,1,...,...,...,...,...,...
December,1905,"Central counties",1087620,...,1115,...,144,18,26,...,14,2,2,0,7,148,...,6,18,...,10,8,31,...,57,...,...,...,0,...,...,...,...,...,...
December,1905,"Southern counties",673097,...,690,...,93,13,20,...,17,6,2,0,1,98,...,11,13,...,2,3,27,...,30,...,...,...,0,...,...,...,...,...,...
December,1905,Urban,977812,...,1253,...,143,23,29,...,17,3,5,0,5,156,...,4,19,...,6,6,52,...,69,...,...,...,1,...,...,...,...,...,...
December,1905,Rural,1670737,...,1404,...,155,15,37,...,28,10,2,0,4,191,...,17,21,...,13,9,38,...,68,...,...,...,0,...,...,...,...,...,...
December,1905,"Cities, class 1",260046,...,342,...,44,8,5,...,4,0,2,0,1,41,...,1,10,...,3,0,13,...,21,...,...,...,0,...,...,...,...,...,...
December,1905,"Cities, class 2",159349,...,235,...,17,4,4,...,7,0,0,0,4,33,...,2,3,...,1,2,5,...,13,...,...,...,1,...,...,...,...,...,...
December,1905,"Cities, class 3",231707,...,290,...,32,6,10,...,2,1,1,0,0,39,...,1,2,...,1,2,13,...,16,...,...,...,0,...,...,...,...,...,...
December,1905,"Cities, class 4",196779,...,236,...,25,2,7,...,4,2,2,0,0,27,...,0,1,...,1,1,10,...,14,...,...,...,0,...,...,...,...,...,...
